"pathway","source","size","FAC_vs_Cont:
p-value","FAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","FAC_vs_Cont:
Normalized enrichment score","LiproxposFAC_vs_Cont:
p-value","LiproxposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","LiproxposFAC_vs_Cont:
Normalized enrichment score","MTposFAC_vs_Cont:
p-value","MTposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","MTposFAC_vs_Cont:
Normalized enrichment score"
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES","REACTOME",519,0.4828685258964143,0.8595684083689342,1.0117902746924874,0.011494252873563218,0.21876158694846123,-1.327319515653706,0.09694793536804308,0.6297434888468065,-1.271837881196643
"REACTOME_SIGNALING_BY_RETINOIC_ACID","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3","REACTOME",719,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_RNF43_MUTANTS","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS","REACTOME",218,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_SCF_KIT","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","REACTOME",75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","REACTOME",104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","REACTOME",166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R","REACTOME",54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_VEGF","REACTOME",106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_WNT","REACTOME",329,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALING_BY_WNT_IN_CANCER","REACTOME",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALLING_TO_ERKS","REACTOME",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIGNALLING_TO_RAS","REACTOME",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION","REACTOME",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","REACTOME",249,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SLC_TRANSPORTER_DISORDERS","REACTOME",99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION","REACTOME",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SMOOTH_MUSCLE_CONTRACTION","REACTOME",38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SNRNP_ASSEMBLY","REACTOME",54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SODIUM_CALCIUM_EXCHANGERS","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SODIUM_PROTON_EXCHANGERS","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SOS_MEDIATED_SIGNALLING","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SPERM_MOTILITY_AND_TAXES","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","REACTOME",45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SPHINGOLIPID_METABOLISM","REACTOME",90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","REACTOME",113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_STABILIZATION_OF_P53","REACTOME",57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING","REACTOME",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_STAT5_ACTIVATION","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS","REACTOME",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_STIMULI_SENSING_CHANNELS","REACTOME",106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_STRIATED_MUSCLE_CONTRACTION","REACTOME",36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SULFIDE_OXIDATION_TO_SULFATE","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SULFUR_AMINO_ACID_METABOLISM","REACTOME",28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION","REACTOME",187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS","REACTOME",71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS","REACTOME",77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS","REACTOME",46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS","REACTOME",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS","REACTOME",47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS","REACTOME",35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS","REACTOME",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS","REACTOME",39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUPPRESSION_OF_APOPTOSIS","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SURFACTANT_METABOLISM","REACTOME",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","REACTOME",91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNDECAN_INTERACTIONS","REACTOME",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES","REACTOME",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","REACTOME",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL","REACTOME",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL","REACTOME",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL","REACTOME",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_DNA","REACTOME",120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_GDP_MANNOSE","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI","REACTOME",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL","REACTOME",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL","REACTOME",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_KETONE_BODIES","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_LIPOXINS_LX","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PA","REACTOME",39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PC","REACTOME",28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PE","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PG","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PI","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","REACTOME",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","REACTOME",53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX","REACTOME",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL","REACTOME",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","REACTOME",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","REACTOME",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN","REACTOME",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX","REACTOME",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS","REACTOME",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TBC_RABGAPS","REACTOME",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT","REACTOME",232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TCR_SIGNALING","REACTOME",124,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS","REACTOME",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE","REACTOME",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TELOMERE_MAINTENANCE","REACTOME",111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT","REACTOME",8,0.6344344344344345,0.8595684083689342,-0.9225540831952934,0.7424300498275201,0.8579088261014539,0.8257788441134156,0.8123872519542995,0.8931155160456185,-0.7352460162008788
"REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS","REACTOME",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS","REACTOME",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION","REACTOME",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS","REACTOME",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS","REACTOME",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION","REACTOME",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT","REACTOME",178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_FATTY_ACID_CYCLING_MODEL","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_NLRP3_INFLAMMASOME","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_PHOTOTRANSDUCTION_CASCADE","REACTOME",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","REACTOME",79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS","REACTOME",28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","REACTOME",32,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","REACTOME",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_THYROXINE_BIOSYNTHESIS","REACTOME",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7","REACTOME",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT","REACTOME",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TIE2_SIGNALING","REACTOME",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TIGHT_JUNCTION_INTERACTIONS","REACTOME",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY","REACTOME",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TNF_SIGNALING","REACTOME",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY","REACTOME",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY","REACTOME",101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS","REACTOME",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE","REACTOME",94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","REACTOME",155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE","REACTOME",103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_METABOLIC_GENES","REACTOME",87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES","REACTOME",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES","REACTOME",49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES","REACTOME",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS","REACTOME",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES","REACTOME",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE","REACTOME",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST","REACTOME",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST","REACTOME",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN","REACTOME",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY","REACTOME",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION","REACTOME",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION","REACTOME",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","REACTOME",31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","REACTOME",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRAIL_SIGNALING","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","REACTOME",72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER","REACTOME",78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX","REACTOME",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
