gene_id,p22074-s001,p22074-s002,p22074-s003,p22074-s004,p22074-s005,p22074-s006,p22074-s007,p22074-s008,p22074-s009,p22074-s010,p22074-s011,p22074-s012
Arfgef1,2183,2791,1952,3246,431,2717,3008,3118,2844,3287,3216,2286
Gm26348,0,0,0,0,0,1,0,0,0,0,1,0
Gm37569,1,0,0,0,0,0,0,0,0,0,0,0
Cpa6,0,0,0,0,0,0,0,0,0,0,0,0
Gm38005,0,0,0,0,0,0,0,0,0,0,0,0
Gm15604,0,0,1,0,0,0,0,0,0,1,0,0
Gm25253,0,0,0,0,0,0,0,0,0,0,0,0
Gm15603,0,0,0,0,0,0,0,0,0,0,0,0
Gm37133,0,0,0,0,0,0,0,0,0,0,0,0
Gm5522,0,0,0,0,0,0,0,0,0,0,0,0
Gm28659,0,0,0,0,0,0,0,0,0,0,0,0
Gm22963,0,0,0,0,0,0,0,0,0,0,0,0
Prex2,3,0,7,6,1,6,9,7,23,5,15,1
Gm24173,0,0,0,0,0,0,0,0,0,0,0,0
Gm28686,0,0,0,0,0,0,0,0,0,0,0,0
Gm37410,0,0,0,0,0,0,0,0,0,0,0,0
A830018L16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm38178,0,0,0,0,0,0,0,0,0,0,0,0
Gm29273,0,0,0,0,0,0,0,0,0,0,0,0
Gm38069,0,0,0,0,0,0,0,0,0,0,0,0
Gm7560,2,1,6,2,1,2,2,0,0,5,2,0
Gm22633,0,0,0,0,0,0,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0,0,0,0
Gm2383,2,0,0,1,1,2,0,3,1,2,1,1
Gm6216,0,0,0,0,0,0,0,0,0,0,0,0
Gm17644,0,0,0,0,0,0,0,0,0,0,0,0
Gm29663,0,0,0,0,0,0,0,0,0,0,0,0
Sulf1,0,0,0,0,0,0,0,0,0,0,0,0
Slco5a1,0,1,0,0,0,2,2,0,2,0,2,0
Gm37162,0,0,0,0,0,0,0,0,0,0,0,0
Gm5250,0,0,0,0,0,0,0,0,0,0,0,0
Gm29283,0,0,0,0,0,0,0,0,0,0,0,0
Prdm14,1,0,0,1,0,5,1,0,3,1,0,2
Ncoa2,1107,1139,848,1689,263,1209,1119,1261,1053,1466,1293,957
Gm38376,0,2,3,2,0,3,3,3,2,0,9,3
Gm37409,1,5,0,2,0,0,0,0,0,2,0,0
Gm27881,0,0,0,0,0,0,0,0,0,0,0,0
Gm38223,0,0,0,0,0,0,0,0,0,0,0,0
Gm37702,0,0,0,2,0,0,0,0,0,1,2,0
Gm23169,0,0,0,0,0,0,0,0,0,0,0,0
Gm38120,4,6,1,4,0,6,11,0,7,8,2,0
Gm38380,1,1,2,1,3,4,2,2,5,2,3,0
Gm29570,0,0,0,0,0,0,0,0,0,2,0,0
Gm7593,0,0,0,0,0,0,0,0,0,0,1,0
Tram1,8004,8180,8080,7586,1146,7216,7566,8287,6761,8531,8784,6994
Lactb2,2937,3036,3091,2263,367,2270,4215,4776,3336,4342,3865,3238
Gm38319,50,80,71,40,8,43,42,84,95,119,96,49
Xkr9,382,513,526,725,100,674,1281,1283,1085,941,883,718
Gm26273,0,0,0,0,0,0,0,0,0,0,0,0
Gm5523,3,8,12,16,0,13,5,7,2,2,4,7
Gm36947,0,0,0,0,0,0,0,0,0,0,0,0
Gm25491,0,0,0,0,0,0,0,0,0,0,0,0
Gm37400,0,0,0,0,0,0,0,0,0,0,0,0
Eya1,0,0,0,0,0,0,0,0,0,0,0,0
Gm22616,0,0,0,0,0,0,0,0,0,0,0,0
Gm37444,0,0,0,0,0,0,0,0,0,0,0,0
Gm9947,0,0,0,0,0,0,0,0,0,0,0,0
Msc,0,0,1,0,0,1,0,0,0,0,2,0
Gm37412,0,0,0,0,0,0,0,0,0,0,0,0
Smt3h2.ps4,0,0,0,0,0,0,0,0,0,0,0,1
Rpl5.ps1,0,2,2,3,0,1,1,2,2,2,0,0
Trpa1,0,0,0,0,0,0,0,0,0,0,0,0
Gm26345,0,0,0,0,0,0,0,0,0,0,0,0
Gm10566,2,4,3,12,0,0,6,2,0,3,5,1
Kcnb2,0,0,1,0,0,0,1,0,1,0,0,0
Gm38116,0,0,0,0,0,0,0,0,0,0,0,0
Gm37138,0,0,0,0,0,0,0,0,0,0,0,0
Gm25227,0,0,0,0,0,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0,0,0,0,0,0
Gm6060,0,0,0,0,0,3,0,1,0,0,0,0
Gm28669,0,0,0,0,0,0,0,0,0,0,0,0
Terf1,278,301,317,318,53,281,430,359,303,403,369,307
Gm37509,0,0,0,0,1,0,0,0,0,0,0,0
Sbspon,0,0,0,0,0,0,0,0,0,0,0,0
Gm23259,0,0,0,0,0,0,0,0,0,0,0,0
Gm7634,0,0,0,0,0,0,0,0,0,0,0,0
X4930444P10Rik,0,0,0,0,0,0,0,0,0,0,0,0
Rpl7,6254,6306,5943,6818,967,6566,6060,6600,4852,6603,7147,4698
Rdh10,817,873,900,1297,192,1179,820,861,673,827,765,660
Gm38249,0,0,0,0,0,0,0,0,0,0,0,0
Gm28095,0,0,0,0,0,0,0,0,0,0,0,0
Stau2,232,249,236,227,47,257,232,271,173,306,292,207
Gm7568,0,0,0,0,0,0,0,0,0,0,0,0
Ube2w,1047,994,1212,1189,166,1023,1109,1238,911,1148,1093,1050
Gm38342,0,2,0,0,0,2,0,0,0,0,1,0
Eloc,1780,1606,2102,2109,254,2182,1747,1690,980,1513,1403,1196
D030040B21Rik,3,5,4,1,2,5,2,3,0,0,5,2
Gm7654,2,0,0,1,0,1,0,3,3,2,1,0
Tmem70,1655,1667,1695,1436,220,1366,1464,1527,1203,1556,1621,1230
Ly96,474,376,427,829,107,757,620,647,435,498,521,402
Gm29649,0,0,0,0,0,0,0,0,0,0,0,0
Gm5828,3,5,3,8,0,6,5,1,5,7,1,3
Gm28376,0,0,0,0,0,0,0,0,0,0,0,0
X4921511E07Rik,0,0,0,0,0,0,0,0,0,0,0,0
Jph1,12,46,21,71,22,57,25,47,43,28,49,32
Gm28783,0,0,0,0,0,0,0,0,0,0,0,0
Gdap1,2,0,0,0,1,0,0,0,0,6,0,0
Gm28784,0,0,0,0,0,0,0,0,0,0,0,0
Gm28785,0,0,0,0,0,0,0,0,0,0,0,0
Gm5251,0,0,1,0,0,0,0,0,0,0,0,0
Rbm6.ps1,1,0,1,5,0,1,0,1,1,2,1,2
Gm6075,0,0,0,1,0,0,0,1,0,0,2,0
Gm25166,0,0,0,0,0,0,0,0,0,0,0,0
Pi15,0,0,0,0,0,2,1,0,0,0,0,0
Gm28154,0,0,0,0,0,0,0,0,0,0,0,0
Gm16070,0,0,0,0,0,0,0,0,0,0,0,0
Crispld1,0,0,0,0,0,0,0,0,0,0,0,0
Gm28153,0,0,0,0,0,0,0,0,0,0,0,0
Gm7690,2,1,3,1,0,0,3,0,0,1,0,1
Gm18775,0,0,0,0,0,0,0,0,0,0,0,0
Gm17969,0,0,0,0,0,0,0,0,0,0,0,0
Gm28756,0,0,0,0,0,0,0,0,0,0,0,0
Gm28755,0,0,0,0,0,0,0,0,0,0,0,0
Gm45784,0,0,0,0,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,0,0,0,0,0,0,0,0
Defb44.ps,0,0,0,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0,0,0,0
Gm17837,0,0,1,0,0,0,0,0,1,2,0,0
Gm5252,0,0,0,0,0,0,0,0,0,0,0,0
Gm24075,0,0,0,0,0,0,0,0,0,0,0,0
Gm28343,0,0,0,0,0,0,0,0,0,0,0,0
Gm28344,0,0,0,0,0,0,0,0,0,0,0,0
Gm15825,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2d,0,0,0,0,0,0,0,0,0,0,0,0
Gm10075,1,3,0,1,0,3,2,2,1,0,7,0
Tfap2b,0,0,0,0,0,0,0,0,0,0,0,0
Gm28340,0,0,0,0,0,0,0,0,0,0,0,0
Gm28341,0,0,0,0,0,0,0,0,0,0,0,0
Gm4849,9,6,11,26,0,9,7,8,9,30,15,7
Gm24633,0,0,0,0,0,0,0,0,0,0,0,0
Gm38382,0,0,0,0,0,0,0,0,0,0,0,0
Pkhd1,164,295,222,197,30,223,274,286,286,409,394,289
Gm37315,0,5,0,0,0,0,0,0,0,0,0,0
X4930486I03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm15795,0,1,0,1,0,0,0,0,2,1,0,1
Gm24162,0,0,0,0,0,0,0,0,0,0,0,0
Gm28653,0,0,0,0,0,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,0,0,0,0
Il17f,0,0,0,0,0,0,0,0,0,0,0,0
Mcm3,361,328,275,334,58,363,381,297,301,411,355,247
Gm20587,0,0,0,0,0,0,0,0,0,0,0,0
Gm28065,0,0,0,0,0,0,0,0,0,0,0,0
Gm24723,0,0,0,0,0,0,0,0,0,0,0,0
X6720483E21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Paqr8,8,20,28,33,6,77,3,14,30,18,9,29
Gm24171,0,0,0,0,0,0,0,0,0,0,0,0
Gm28064,0,0,0,0,0,0,0,0,0,0,0,0
Efhc1,1,1,1,1,1,2,0,4,0,0,1,1
Tram2,562,767,478,537,72,479,540,523,456,757,679,422
Gm28287,0,0,0,0,0,0,0,0,0,0,0,0
Gm2693,0,4,0,2,0,0,0,0,0,2,2,0
Tmem14a,42,70,57,47,10,38,42,57,32,63,64,41
Gm38224,0,0,0,0,0,0,0,0,0,0,0,0
Gsta3,6339,7498,7733,5867,883,5154,13030,12456,9851,12772,11463,8556
Gm28836,7,4,6,3,1,3,19,8,8,14,7,5
Gm7094,0,0,0,0,0,0,0,0,0,0,0,0
Gm4956,1,2,0,3,2,0,5,1,5,3,4,3
Gm21909,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1a,0,0,0,0,0,0,0,0,0,0,0,0
Gm16329,0,0,0,0,0,0,0,0,0,0,0,0
Gm16327,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1c,0,0,0,0,0,0,0,0,0,0,0,0
Gm2709,0,0,0,0,0,0,0,0,0,0,0,0
Gm16533,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1b,0,0,0,0,0,0,0,0,0,0,0,0
Gm16328,0,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,0,0,0,0,0,0,0,0,0,0,0,0
Gm36949,0,0,0,0,0,0,0,0,0,0,0,0
Gm7658,8,11,14,47,2,9,8,4,7,16,12,4
Gm38243,0,0,0,0,0,0,0,0,0,0,0,0
Gm5696,0,0,0,0,0,0,0,0,0,0,0,0
Gm28239,0,0,0,0,0,0,0,0,0,0,0,0
Rims1,0,0,0,0,0,0,0,0,0,0,0,0
Gm26866,0,0,0,0,0,0,0,0,0,0,0,0
Gm7761,0,0,0,0,0,0,0,0,0,0,0,0
Gm29506,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r14bl,0,0,0,0,0,0,0,0,0,0,0,0
Gm24176,0,0,0,0,0,0,0,0,0,0,0,0
Gm6420,2,0,0,1,0,0,0,0,1,1,1,0
Mir30a,1,0,0,0,0,0,0,0,0,0,0,0
Gm27028,0,0,2,0,0,0,0,0,0,0,3,0
Mir30c.2,0,0,0,0,0,0,0,0,0,0,0,0
Gm29107,0,0,0,0,0,0,0,0,0,0,0,0
Gm20954,0,0,0,0,0,0,0,0,0,0,0,0
Ogfrl1,172,208,194,188,31,160,129,212,128,227,240,163
Gm7784,0,0,0,1,0,0,1,0,0,0,0,0
Gm28822,0,0,0,0,0,0,0,0,0,0,0,0
B3gat2,2,4,2,1,1,4,5,4,2,1,2,0
Smap1,394,366,496,494,78,484,371,447,260,391,416,280
Sdhaf4,243,244,347,192,21,196,220,253,144,219,235,192
Gm26524,0,0,0,0,0,0,0,0,0,0,0,0
Fam135a,1768,1879,1756,2804,403,2221,2429,2516,2381,2632,2554,2045
Gm37580,0,0,0,1,0,2,0,0,0,1,0,2
Gm26607,0,0,0,0,0,0,0,0,0,0,0,0
Col9a1,0,0,0,0,0,0,0,0,0,0,0,0
Col19a1,0,0,0,0,0,0,0,0,0,0,0,0
Gm26418,0,0,0,0,0,0,0,0,0,0,0,0
Tubb4b.ps2,5,14,17,8,2,5,8,8,7,5,6,6
Gm28439,23,31,72,87,6,68,35,33,14,21,24,13
Gm10222,6,5,19,33,0,11,13,13,4,9,16,3
Gm28438,94,77,67,73,7,75,48,62,39,45,32,26
Gm28437,76,68,206,220,19,144,84,47,31,32,62,35
Gm10925,25,28,81,113,6,84,42,37,11,20,22,28
Gm28661,52,36,117,176,8,91,43,22,18,15,23,13
Gm29216,195,191,604,725,48,446,209,186,64,151,171,112
Lmbrd1,2682,2804,2774,3679,569,3392,3743,3766,3179,3760,3611,2905
Gm28594,0,0,0,0,0,0,0,0,0,0,0,0
Gm28237,0,0,0,0,0,0,0,0,0,0,0,0
Gm9443,0,0,0,0,0,0,0,0,0,0,0,0
Gm29414,0,0,0,0,0,0,0,0,0,0,0,0
Adgrb3,0,0,0,0,0,0,0,0,0,0,0,0
Gm15702,0,1,0,0,0,0,0,0,0,0,0,0
Gm20172,0,0,0,0,0,0,0,0,0,0,0,0
Gm22260,0,0,0,0,0,0,0,0,0,0,0,0
Gm37543,0,0,0,0,0,0,0,0,0,0,0,0
Gm37331,0,0,0,0,0,0,0,0,0,0,0,0
Gm37211,0,0,0,0,0,0,0,0,0,0,0,0
Gm37862,0,0,0,0,0,0,0,0,0,0,0,0
Gm38286,0,0,0,0,0,0,0,0,0,0,0,0
Gm37880,0,0,0,0,0,0,0,0,0,0,0,0
Gm25294,0,0,0,0,0,0,0,0,0,0,0,0
Gm37011,0,0,0,0,0,0,0,0,0,0,0,0
Gm29214,0,0,0,0,0,0,0,0,0,0,0,0
Gm37051,0,0,0,0,0,0,0,0,0,0,0,0
Gm38260,0,0,0,0,0,0,0,0,0,0,0,0
Gm37628,0,0,0,0,0,0,0,0,0,0,0,0
X8030445P17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm38198,0,0,0,0,0,0,0,0,0,0,0,0
Gm37077,0,0,0,0,0,0,0,0,0,0,0,0
Gm37895,0,0,0,0,0,0,0,0,0,0,0,0
Gm36952,0,0,0,0,0,0,0,0,0,0,0,0
Gm37602,0,0,0,0,0,0,0,0,0,0,0,0
X2900022M07Rik,0,0,0,0,0,0,0,0,0,0,0,0
X2900002M20Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm9884,0,0,0,0,0,0,0,0,0,0,0,0
Gm18443,0,0,0,0,0,0,0,0,0,0,0,0
Gm19123,0,0,0,0,0,0,0,0,0,0,0,0
Gm24064,0,0,0,0,0,0,0,0,0,0,0,0
X4931408C20Rik,0,0,0,0,0,0,0,0,0,0,0,0
n.R5s209,0,0,0,0,0,0,0,0,0,0,0,0
Gm19641,0,0,0,0,0,0,0,0,0,0,0,0
Gm5524,14,14,19,4,0,2,19,24,8,15,8,11
Gm18776,0,0,0,0,0,0,0,0,0,0,0,0
Gm19028,0,0,0,0,0,2,2,0,0,1,0,0
Gm38089,0,0,0,0,0,0,0,0,0,0,0,0
Gm7846,3,8,15,6,1,12,7,16,1,8,5,6
Gm597,0,0,0,0,0,0,0,0,0,0,0,0
Gm5697,0,0,0,1,0,0,0,0,0,1,0,1
Gm6462,0,0,0,0,0,0,0,0,0,0,0,0
Gm18033,0,0,0,0,0,0,0,0,0,0,0,0
Gm25586,0,0,0,0,0,0,0,0,0,0,0,0
Gm22679,0,0,0,0,0,0,0,0,0,0,0,0
Gm23785,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0
Gm5525,3,3,9,18,0,4,3,3,3,15,8,9
AC125120.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm7858,0,0,0,0,0,0,0,0,0,0,0,0
Gm23771,0,0,0,0,0,0,0,0,0,0,0,0
Gm27430,0,0,0,0,0,0,0,0,0,0,0,0
Gm9898,2,0,0,0,0,0,0,0,0,0,0,1
Gm6473,0,0,0,2,0,0,1,2,2,2,4,0
Gm2914,0,0,0,0,0,0,0,0,0,0,0,0
Phf3,2846,3431,3143,5485,781,3973,5589,5184,4864,5463,5853,4292
Gm37522,0,3,0,4,0,0,0,0,0,1,4,2
Gm37906,0,0,8,7,3,3,2,0,1,9,0,6
Ptp4a1,21,19,48,83,4,67,44,37,33,43,50,37
Ptp4a1.1,52,71,75,162,28,108,102,99,50,90,91,72
Gm5698,0,0,0,4,0,0,0,0,0,0,4,0
Gm9458,0,0,2,4,0,0,1,1,1,0,0,1
X4931428L18Rik,6,7,12,14,0,9,7,13,9,6,13,10
Gm28644,6,3,3,0,1,3,1,2,9,1,3,4
Gm27362,0,0,0,0,0,0,0,0,0,0,0,0
Gm29128,0,1,1,0,1,1,4,0,1,0,0,0
Gm7893,334,254,258,455,53,376,427,370,414,361,339,267
Lgsn,0,0,0,0,0,1,0,0,0,0,0,0
Pih1d3,0,0,0,0,0,0,0,0,0,0,0,0
Gm26145,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0
Gm28645,0,0,0,0,0,0,0,0,0,0,0,0
Gm6489,0,0,0,0,0,0,0,0,0,0,0,0
Eef1a1.ps2,0,0,0,0,0,0,0,0,0,0,0,0
Gm19680,2,2,3,9,0,1,2,1,4,4,8,1
Gm23032,0,0,0,0,0,0,0,0,0,0,0,0
Gm7910,0,0,0,0,0,0,0,0,0,0,0,0
Khdrbs2,0,0,0,0,0,0,0,0,0,0,0,0
Gm25814,0,0,0,0,0,0,0,0,0,0,0,0
Gm37999,0,0,0,0,0,0,0,0,0,0,0,0
Gm37110,0,0,0,0,0,0,0,0,0,0,0,0
Gm37911,0,0,0,0,0,0,0,0,0,0,0,0
Gm9839,0,0,0,0,0,0,0,0,0,0,0,0
Gm37792,0,0,0,0,0,0,0,0,0,0,0,0
Gm5415,0,0,0,0,0,0,0,0,0,0,0,0
Gm24732,0,0,0,0,0,0,0,0,0,0,0,0
Gm37426,0,0,0,0,0,0,0,0,0,0,0,0
Gm23024,0,0,0,0,0,0,0,0,0,0,0,0
Gm37151,0,0,0,0,0,0,0,0,0,0,0,0
Gm28624,0,0,0,0,0,0,0,0,0,0,0,0
Gm37724,0,0,0,0,0,0,0,0,0,0,0,0
Gm7114,1,1,1,4,0,3,0,1,1,1,0,1
Gm4785,0,0,0,0,0,0,1,0,0,0,0,0
Gm24901,0,0,0,0,0,0,0,0,0,0,0,0
Gm37591,0,0,0,0,0,0,0,0,0,0,0,0
Gm2987,0,0,0,0,0,0,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0,0,0,0,0,0,0
Gm18799,0,0,0,0,0,0,0,0,0,0,0,0
Gm7933,0,1,0,0,0,0,0,0,0,0,0,0
Gm23453,0,0,0,0,0,0,0,0,0,0,0,0
Prim2,103,116,98,85,18,111,143,98,134,176,168,101
Gm29228,1,0,0,1,0,0,0,0,0,0,0,1
Gm37618,0,0,0,0,0,0,0,0,0,0,0,0
Gm17813,0,0,0,0,0,0,1,0,1,0,0,0
X1700001G17Rik,5,0,2,3,0,2,0,1,0,3,2,1
Gm38173,0,0,0,0,0,0,0,0,0,0,0,0
Rab23,191,249,227,221,33,221,317,300,295,390,330,232
Bag2,2485,2217,2458,2486,372,2753,1370,1699,1358,2002,2341,1556
Gm37905,0,0,2,0,0,1,1,0,0,0,0,0
Zfp451,667,631,561,898,159,755,793,722,747,877,911,682
Gm15455,2,0,2,8,0,2,2,1,0,3,1,0
Bend6,0,3,0,2,1,4,0,2,7,0,5,0
Gm37067,0,0,0,0,0,0,0,0,0,0,0,0
Dst,2436,2901,1821,4170,650,3121,3006,3429,3302,4272,3636,2454
Gm37354,0,0,0,0,0,0,0,0,0,1,0,0
Gm28631,0,0,0,0,0,0,0,0,0,0,0,0
Gm23792,0,0,0,0,0,0,0,0,0,0,0,0
Gm38157,1,0,1,0,3,1,2,0,0,3,4,2
Mir6896,0,0,0,0,0,0,0,0,0,0,0,0
Gm26788,0,0,0,0,0,0,1,0,0,1,0,1
A930005N03Rik,0,0,0,1,1,2,1,0,2,2,2,3
Gm37958,0,0,0,0,0,0,0,0,0,0,0,0
Gm37385,0,0,0,0,0,0,0,0,0,0,0,0
Gm5266,17,14,22,46,2,27,16,14,7,4,10,4
Gm3052,0,0,0,0,0,0,0,0,0,0,1,0
Gm37233,0,0,0,1,0,2,0,0,0,6,4,0
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,770,852,838,891,128,863,740,770,690,926,1031,664
Gm28306,0,0,2,0,0,0,0,0,0,0,0,0
Imp4,2053,2260,2462,2601,372,2478,2458,2619,2087,2782,2930,2089
Ptpn18,5,0,4,6,0,7,0,4,0,2,5,0
Gm28417,0,0,0,0,0,0,0,0,0,0,0,0
X4930568A12Rik,0,0,0,2,0,0,0,0,0,0,0,0
Prss39,0,0,0,0,0,0,0,0,0,0,0,0
Gm28416,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,0,0,0,0,0,0
Gm28419,0,0,0,0,0,0,0,0,0,0,0,0
Prss40,0,0,0,0,0,0,0,0,0,0,0,0
X1700101I19Rik,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0,0,0,0,0,0
Gm28418,0,0,0,0,0,0,0,0,0,0,0,0
Gm36984,0,0,0,0,0,0,0,0,0,0,0,0
Gm29730,0,0,0,0,0,0,0,0,0,0,0,0
AA619741,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,9,0,0,0,0,0,5,2,0,4,1,0
Gm37224,0,0,0,0,0,0,0,0,0,0,0,0
Gm37845,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm38336,2,0,0,4,1,1,1,0,0,0,2,0
Fam168b,2941,3258,2853,3843,589,3235,3899,3978,3708,4678,3946,3309
Gm37127,0,2,1,5,0,0,2,4,0,0,0,0
Plekhb2,1774,1837,1795,2253,316,2056,1956,1997,1734,2381,2116,1627
Gm19430,0,0,0,0,0,0,0,0,0,0,0,0
Gm37670,0,0,1,3,0,1,0,0,0,1,0,0
Gm8009,0,0,0,0,0,0,0,0,0,0,1,0
Gm38027,0,0,0,0,0,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,0,0,0,0,0,0
Gm37068,0,0,0,0,0,0,0,0,0,0,0,0
Gm25634,0,1,0,0,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0,0,0,0,0,0,0
X1110002O04Rik,22,23,10,9,2,6,28,21,27,22,10,12
Gm8022,0,0,0,0,0,0,0,0,0,0,0,0
Gm37146,0,0,0,0,0,0,0,0,0,0,0,0
Gm33222,0,0,0,0,0,0,0,0,0,0,0,0
X4930535G08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm38049,0,0,0,0,0,0,0,0,0,0,0,0
Hs6st1,3852,4394,3806,4602,625,3958,5567,5194,4615,5995,4747,3681
Gm37335,0,0,0,0,0,0,0,0,0,0,0,0
Gm33280,0,2,0,10,0,0,4,2,2,9,0,2
Uggt1,1996,2373,1799,2151,373,2034,2583,2825,2554,3328,3147,2146
Mir6897,0,0,0,0,0,0,0,0,0,0,0,0
Neurl3,15,16,17,11,3,15,12,30,16,14,38,19
Arid5a,1250,1304,1175,2231,348,1719,1456,1622,1248,1678,1902,1089
X4930403P22Rik,1,0,1,0,2,6,3,3,1,3,0,0
Kansl3,2292,2411,2107,3230,487,2439,2800,2472,2454,3459,3356,2324
Mir6898,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,45,49,71,43,8,43,95,92,82,93,76,49
Lman2l,679,762,745,650,106,539,897,792,700,973,977,623
Cnnm4,179,267,201,197,20,129,160,184,119,290,195,159
Gm37909,3,0,0,0,0,1,1,0,3,10,7,2
Gm47280,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,1051,1212,570,530,73,814,1104,943,1092,1658,1595,754
Gm38033,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,26,15,51,32,2,33,35,39,23,25,39,23
Gm42417,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd39,198,246,284,230,32,225,321,336,306,326,333,284
Sema4c,52,67,37,42,4,33,55,54,58,60,54,52
D430040D24Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fam178b,0,0,0,0,0,0,0,0,0,0,0,0
Gm6428,1,2,0,1,0,0,1,0,0,1,0,0
Gm24133,0,0,0,0,0,0,0,0,0,0,0,0
Cox5b,2783,2479,3816,3057,389,3122,2802,2693,1445,2462,2174,1748
Actr1b,7295,8204,7724,8743,1227,8021,8438,8119,6826,10080,9181,7065
X4933424G06Rik,1,2,5,3,2,8,4,4,1,2,8,1
Gm33533,0,0,0,0,0,0,0,0,0,0,0,0
Zap70,64,26,50,48,9,44,29,32,17,25,40,25
Gm18828,0,0,0,0,0,0,0,0,0,0,0,0
Tmem131,1071,1236,1020,1465,235,1365,1237,1284,1205,1400,1570,974
Gm37506,0,4,0,3,0,1,0,0,0,0,0,0
Gm38115,1,6,2,11,0,18,8,2,5,8,8,5
F830112A20Rik,0,0,0,0,0,0,1,0,0,0,0,0
Rpl12.ps1,0,0,0,0,0,0,0,0,0,0,0,0
n.R5s210,0,0,0,0,0,0,0,0,0,0,0,0
Vwa3b,3,4,6,0,1,2,0,1,1,2,0,1
Gm37020,0,0,0,0,0,0,0,0,0,0,0,0
Cnga3,1,0,0,0,0,0,0,0,0,0,0,0
X1700074A21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,236,259,240,427,62,329,242,248,250,262,291,196
X4930439A04Rik,3,3,0,4,2,5,2,0,5,1,2,3
Gm37135,0,0,0,1,0,1,1,0,0,0,0,0
Coa5,4703,5343,5142,6170,810,5326,5813,5710,4785,6147,6218,4880
Unc50,1956,2155,2178,2135,295,1874,2219,2304,1830,2460,2341,1769
Mgat4a,0,0,7,0,2,1,7,3,1,12,3,0
X4930594C11Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm43213,0,0,0,0,0,0,0,0,0,0,0,0
X2010300C02Rik,0,0,1,1,0,1,0,0,0,0,1,0
X4930556I23Rik,0,0,0,0,0,0,0,0,0,0,0,0
X4930470B04Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm19863,0,0,0,0,0,0,0,0,0,0,0,0
Tsga10,53,34,68,63,11,35,54,58,37,69,76,58
Gm26805,0,0,0,0,0,0,0,0,0,0,0,0
Lipt1,148,216,195,159,28,157,193,201,161,263,210,156
Mitd1,438,429,457,341,51,331,365,452,332,513,447,338
Mrpl30,2062,2087,2185,2112,316,2129,1825,1971,1463,2058,2069,1483
Lyg2,0,0,0,0,0,0,0,0,0,0,0,0
Gm15457,0,0,0,0,0,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0
Gm23409,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,2605,2908,2649,2416,379,2349,2564,3051,2376,3124,3352,2309
Eif5b,1551,1515,1521,1719,310,1693,1722,1815,1584,1987,1626,1280
Rev1,701,865,735,909,141,700,832,826,837,921,918,688
Gm37062,1,0,1,0,0,3,2,3,3,3,3,2
Gm5099,0,0,0,0,0,0,0,0,0,0,0,0
Aff3,0,0,0,0,0,0,0,0,1,0,0,0
Gm16150,0,0,0,0,0,0,0,0,0,0,0,0
Gm16151,0,0,0,0,0,0,0,0,0,0,0,0
Gm16152,0,0,0,0,0,0,0,0,0,0,0,0
